auction_id,auction_house_id,artwork_id,date_of_auction,collector_museum_id,reserve_price,final_price,number_of_bids,artist_id,name,medium,year_created,image,artwork_length,artwork_width,artwork_height,signed,insurance_value,university_id,location,area,log_area,age,signed_flag,season_q,year,reserve_gt0,premium,mean_bids,artist_rep_score,artist_volatility,prov_score,prov_volatility,auction_house_score,house_volatility,y_log_price,y_price,region
AUC-000500,AH-001,ARTW-001473,2023-09-08,COL-0099,72109.0,79628,3,ART-00325,Artwork 1473,watercolour,1994,https://example.com/art/1473.jpg,182,100,21,False,100839,UNI-003,Chicago,18200,9.809231816610408,31,0,3,2023,1,0.10427269827622072,3,30.37,40.91,42.34,100.0,63.48,4.51,11.285133627091511,79628,chicago
AUC-000501,AH-018,ARTW-001010,2011-12-13,COL-0196,128291.0,145034,11,ART-00223,Artwork 1010,digital,2004,https://example.com/art/1010.jpg,126,87,16,False,84341,UNI-001,Sydney,10962,9.30228124567454,21,0,4,2011,1,0.1305079857511439,11,24.49,89.56,54.7,100.0,62.3,75.04,11.884730371585757,145034,sydney
AUC-000502,AH-012,ARTW-001938,2010-02-12,MUSEUM-007,56766.0,58059,2,ART-00432,Artwork 1938,watercolour,2001,https://example.com/art/1938.jpg,75,54,15,True,140275,UNI-005,Madrid,4050,8.30671904320269,24,1,1,2010,1,0.022777719057182115,2,25.71,78.38,56.97,100.0,67.79,65.69,10.969232237578622,58059,madrid
AUC-000503,AH-003,ARTW-002038,2011-03-10,COL-0169,47111.0,54382,15,ART-00452,Artwork 2038,sculpture,1999,https://example.com/art/2038.jpg,131,110,45,False,365384,UNI-002,Sydney,14410,9.575747082838362,26,0,1,2011,1,0.15433762815478339,15,28.08,0.0,37.74,100.0,61.28,40.53,10.903806884005734,54382,sydney
AUC-000504,AH-006,ARTW-001102,2014-09-13,COL-0169,22680.0,22859,1,ART-00242,Artwork 1102,oil on canvas,2003,https://example.com/art/1102.jpg,109,155,46,True,123994,UNI-002,Sydney,16895,9.734832186505988,22,1,3,2014,1,0.007892416225749559,1,30.24,0.0,,,21.27,36.29,10.037143937348802,22859,sydney
AUC-000505,AH-006,ARTW-000603,2022-01-07,COL-0085,123931.0,153593,10,ART-00134,Artwork 603,photography,1961,https://example.com/art/603.jpg,156,141,32,True,277092,UNI-003,Sydney,21996,9.998661359405723,64,1,1,2022,1,0.23934286013991657,10,27.82,70.58,6.76,0.0,21.27,36.29,11.94206803643275,153593,sydney
AUC-000506,AH-004,ARTW-001416,2019-03-26,COL-0151,10048.0,11309,8,ART-00311,Artwork 1416,sculpture,1974,https://example.com/art/1416.jpg,85,26,27,False,92136,UNI-004,Paris,2210,7.701200180857446,51,0,1,2019,1,0.12549761146496816,8,25.04,0.0,38.63,100.0,59.96,30.69,9.333442569110167,11309,paris
AUC-000507,AH-001,ARTW-000116,2024-06-12,COL-0068,40602.0,39930,1,ART-00024,Artwork 116,mixed media,1970,https://example.com/art/116.jpg,143,48,41,True,95024,UNI-005,Chicago,6864,8.834191318202071,55,1,2,2024,1,-0.016550908822225506,1,24.75,97.23,9.71,0.0,63.48,4.51,10.594908243570373,39930,chicago
AUC-000508,AH-027,ARTW-000548,2018-02-21,COL-0116,206801.0,235805,8,ART-00121,Artwork 548,watercolour,1955,https://example.com/art/548.jpg,56,45,27,True,381371,UNI-001,Shanghai,2520,7.83241092718792,70,1,1,2018,1,0.14025077248175782,8,26.51,0.0,6.5,0.0,62.11,33.45,12.370764712054303,235805,shanghai
AUC-000509,AH-012,ARTW-001336,2014-06-24,COL-0035,63654.0,68302,9,ART-00293,Artwork 1336,digital,1970,https://example.com/art/1336.jpg,95,79,35,True,27262,UNI-003,Madrid,7505,8.923457979694966,55,1,2,2014,1,0.07301976309422817,9,29.87,0.0,39.12,100.0,67.79,65.69,11.131708968459558,68302,madrid
AUC-000510,AH-029,ARTW-002018,2017-12-01,COL-0056,27688.0,28772,2,ART-00448,Artwork 2018,digital,2005,https://example.com/art/2018.jpg,34,109,49,False,149833,UNI-001,Hong Kong,3706,8.217978203150732,20,0,4,2017,1,0.03915053452759318,2,20.44,0.0,34.55,43.43,39.01,61.23,10.267192726396061,28772,hong kong
AUC-000511,AH-002,ARTW-000964,2015-04-22,MUSEUM-006,60768.0,60844,1,ART-00211,Artwork 964,digital,2018,https://example.com/art/964.jpg,41,182,32,True,159179,UNI-002,Zurich,7462,8.917712757131387,7,1,2,2015,1,0.0012506582411795683,1,34.02,11.81,68.33,0.0,70.71,19.67,11.016084925770901,60844,zurich
AUC-000512,AH-009,ARTW-002059,2016-11-18,COL-0167,155598.0,153414,1,ART-00457,Artwork 2059,oil on canvas,1966,https://example.com/art/2059.jpg,50,34,34,False,326750,UNI-005,Hong Kong,1700,7.438971592395862,59,0,4,2016,1,-0.014036170130721474,1,4.52,0.0,40.81,100.0,72.49,91.59,11.94090194670715,153414,hong kong
AUC-000513,AH-023,ARTW-002125,2021-08-17,MUSEUM-018,158207.0,162419,2,ART-00471,Artwork 2125,sculpture,1970,https://example.com/art/2125.jpg,75,39,19,False,218778,UNI-001,Paris,2925,7.98139158158007,55,0,3,2021,1,0.02662334789231829,2,32.31,36.95,55.0,0.0,61.65,35.94,11.997940851836402,162419,paris
AUC-000514,AH-034,ARTW-001584,2014-04-02,COL-0015,138521.0,161274,10,ART-00350,Artwork 1584,sculpture,2009,https://example.com/art/1584.jpg,52,72,1,True,414973,UNI-005,New York,3744,8.22817689595132,16,1,2,2014,1,0.16425668310220112,10,23.14,29.05,41.18,43.43,47.7,58.97,11.990866261400443,161274,new york
AUC-000515,AH-009,ARTW-002062,2021-01-09,COL-0118,174191.0,211027,14,ART-00457,Artwork 2062,oil on canvas,1961,https://example.com/art/2062.jpg,188,91,17,False,299945,UNI-003,Hong Kong,17108,9.747359919824648,64,0,1,2021,1,0.21146901963936138,14,4.52,0.0,57.21,100.0,72.49,91.59,12.25974610507595,211027,hong kong
AUC-000516,AH-018,ARTW-000367,2018-02-15,COL-0014,126784.0,126636,1,ART-00081,Artwork 367,watercolour,1951,https://example.com/art/367.jpg,153,53,48,False,349092,UNI-002,Sydney,8109,9.000853147109458,74,0,1,2018,1,-0.0011673397274103987,1,3.96,0.0,30.95,100.0,62.3,75.04,11.749080005076575,126636,sydney
AUC-000517,AH-030,ARTW-001648,2010-09-01,COL-0079,201356.0,217894,3,ART-00366,Artwork 1648,watercolour,1971,https://example.com/art/1648.jpg,24,26,38,False,343790,UNI-002,New York,624,6.437751649736401,54,0,3,2010,1,0.08213313732890999,3,15.55,41.26,5.01,0.0,73.04,26.83,12.291768574363797,217894,new york
AUC-000518,AH-015,ARTW-001332,2020-08-18,MUSEUM-009,176884.0,171883,1,ART-00292,Artwork 1332,acrylic,1959,https://example.com/art/1332.jpg,21,134,12,True,103025,UNI-003,Shanghai,2814,7.942717540573791,66,1,3,2020,1,-0.02827276633273784,1,25.85,86.31,56.98,100.0,23.43,36.1,12.05457510966841,171883,shanghai
AUC-000519,AH-004,ARTW-001772,2024-12-13,COL-0035,169788.0,194151,7,ART-00395,Artwork 1772,acrylic,1994,https://example.com/art/1772.jpg,107,174,40,True,422444,UNI-003,Paris,18618,9.831937843696052,31,1,4,2024,1,0.14349070605696515,7,27.07,0.0,9.61,0.0,59.96,30.69,12.176396636420172,194151,paris
AUC-000520,AH-001,ARTW-001807,2010-06-09,COL-0163,44276.0,53559,15,ART-00403,Artwork 1807,digital,2007,https://example.com/art/1807.jpg,181,151,21,True,373024,UNI-003,Chicago,27331,10.215813455900669,18,1,2,2010,1,0.20966211943264973,15,17.64,0.0,25.0,0.0,63.48,4.51,10.888557799805108,53559,chicago
AUC-000521,AH-009,ARTW-000754,2023-10-23,COL-0013,90770.0,102283,7,ART-00165,Artwork 754,acrylic,2000,https://example.com/art/754.jpg,76,77,8,False,263484,UNI-004,Hong Kong,5852,8.67470962929122,25,0,4,2023,1,0.1268370607028754,7,38.11,75.15,40.36,100.0,72.49,91.59,11.535508536970486,102283,hong kong
AUC-000522,AH-021,ARTW-001014,2011-06-22,COL-0020,69894.0,69052,1,ART-00223,Artwork 1014,acrylic,2003,https://example.com/art/1014.jpg,105,71,47,False,466013,UNI-003,Seoul,7455,8.916774356365426,22,0,2,2011,1,-0.01204681374653046,1,24.49,89.56,40.14,100.0,63.99,82.94,11.142629604671352,69052,seoul
AUC-000523,AH-024,ARTW-001824,2011-05-02,COL-0146,163844.0,191513,11,ART-00407,Artwork 1824,photography,1976,https://example.com/art/1824.jpg,192,180,22,False,130301,UNI-001,Milan,34560,10.450481157684562,49,0,2,2011,1,0.16887405092649105,11,40.53,0.0,42.97,0.0,72.4,80.16,12.162716191980255,191513,milan
AUC-000524,AH-019,ARTW-000799,2014-04-01,COL-0132,62900.0,62718,1,ART-00174,Artwork 799,oil on canvas,1954,https://example.com/art/799.jpg,57,100,43,False,311190,UNI-003,New York,5700,8.648396877031582,71,0,2,2014,1,-0.0028934817170111287,1,34.17,20.0,37.56,100.0,7.01,64.15,11.046419711019633,62718,new york
AUC-000525,AH-036,ARTW-001146,2017-05-16,MUSEUM-013,24305.0,26347,6,ART-00252,Artwork 1146,photography,1957,https://example.com/art/1146.jpg,168,187,9,True,81829,UNI-003,London,31416,10.355104426665436,68,1,2,2017,1,0.08401563464307756,6,20.85,93.85,38.25,100.0,55.63,50.81,10.179147649760584,26347,london
AUC-000526,AH-027,ARTW-001792,2020-09-12,COL-0051,242718.0,233314,1,ART-00399,Artwork 1792,watercolour,2003,https://example.com/art/1792.jpg,114,50,33,False,246046,UNI-003,Shanghai,5700,8.648396877031582,22,0,3,2020,1,-0.03874455128997437,1,31.5,59.42,5.75,0.0,62.11,33.45,12.360144750841965,233314,shanghai
AUC-000527,AH-021,ARTW-000991,2014-12-12,COL-0151,217324.0,207898,1,ART-00219,Artwork 991,sculpture,1967,https://example.com/art/991.jpg,26,61,46,True,181756,UNI-001,Seoul,1586,7.369600720526409,58,1,4,2014,1,-0.04337302828955845,1,38.92,80.86,27.67,0.0,63.99,82.94,12.244807663829727,207898,seoul
AUC-000528,AH-007,ARTW-000744,2019-01-20,COL-0126,43469.0,48041,5,ART-00163,Artwork 744,mixed media,1997,https://example.com/art/744.jpg,91,149,43,True,110729,UNI-004,Milan,13559,9.514879561494386,28,1,1,2019,1,0.10517840299983897,5,41.73,90.74,,,47.9,54.97,10.779830907300688,48041,milan
AUC-000529,AH-021,ARTW-000599,2014-05-28,MUSEUM-012,17391.0,17341,1,ART-00133,Artwork 599,digital,1973,https://example.com/art/599.jpg,167,181,50,False,60293,UNI-002,Seoul,30227,10.31652392614061,52,0,2,2014,1,-0.002875050313380484,1,23.09,0.0,58.58,100.0,63.99,82.94,9.760886583937106,17341,seoul
AUC-000530,AH-003,ARTW-000572,2020-07-28,COL-0003,33873.0,37512,10,ART-00128,Artwork 572,acrylic,2013,https://example.com/art/572.jpg,98,135,18,False,283787,UNI-001,Sydney,13230,9.490317840042412,12,0,3,2020,1,0.10743069701532194,10,25.98,79.3,55.77,43.43,61.28,40.53,10.532442818550164,37512,sydney
AUC-000531,AH-009,ARTW-001224,2019-01-10,COL-0090,66838.0,71823,6,ART-00268,Artwork 1224,watercolour,2011,https://example.com/art/1224.jpg,98,108,50,True,94696,UNI-001,Hong Kong,10584,9.267193183568965,14,1,1,2019,1,0.07458332086537599,6,33.21,94.36,49.26,100.0,72.49,91.59,11.181973961021713,71823,hong kong
AUC-000532,AH-028,ARTW-001212,2014-02-21,COL-0052,133582.0,154794,8,ART-00266,Artwork 1212,oil on canvas,1993,https://example.com/art/1212.jpg,126,46,42,True,419695,UNI-004,Madrid,5796,8.665095821339733,32,1,1,2014,1,0.15879384947073708,8,40.24,0.0,25.0,0.0,61.58,71.32,11.949856939874515,154794,madrid
AUC-000533,AH-035,ARTW-001978,2013-05-13,COL-0089,145855.0,142749,1,ART-00439,Artwork 1978,oil on canvas,2002,https://example.com/art/1978.jpg,113,167,50,True,10092,UNI-001,Chicago,18871,9.845434621087511,23,1,2,2013,1,-0.021295121867608242,1,24.02,24.2,25.07,100.0,57.72,78.27,11.868850127518257,142749,chicago
AUC-000534,AH-029,ARTW-001646,2012-12-05,COL-0070,111823.0,115046,2,ART-00366,Artwork 1646,mixed media,1973,https://example.com/art/1646.jpg,110,167,38,False,159802,UNI-003,Hong Kong,18370,9.818528613308937,52,0,4,2012,1,0.02882233529774733,2,15.55,41.26,37.31,100.0,39.01,61.23,11.653096019504241,115046,hong kong
AUC-000535,AH-023,ARTW-001625,2011-09-24,MUSEUM-009,,128123,16,ART-00361,Artwork 1625,oil on canvas,1991,https://example.com/art/1625.jpg,152,133,17,True,206381,UNI-002,Paris,20216,9.914279113614327,34,1,3,2011,0,,16,36.39,91.5,60.0,0.0,61.65,35.94,11.760753823966303,128123,paris
AUC-000536,AH-016,ARTW-000337,2014-10-19,MUSEUM-001,213449.0,224269,3,ART-00073,Artwork 337,watercolour,2010,https://example.com/art/337.jpg,199,178,39,False,59033,UNI-004,Dubai,35422,10.475116605660943,15,0,4,2014,1,0.05069126582930817,3,20.26,38.46,62.83,0.0,52.75,69.77,12.320605962120334,224269,dubai
AUC-000537,AH-032,ARTW-000494,2019-04-02,COL-0087,57494.0,66694,7,ART-00110,Artwork 494,sculpture,2021,https://example.com/art/494.jpg,114,169,40,True,201263,UNI-003,Geneva,19266,9.86614906688076,4,1,2,2019,1,0.16001669739451074,7,20.01,0.0,,,66.56,33.41,11.107885266575144,66694,geneva
AUC-000538,AH-022,ARTW-002066,2015-05-23,MUSEUM-001,146161.0,139729,1,ART-00458,Artwork 2066,photography,1981,https://example.com/art/2066.jpg,72,125,34,True,53144,UNI-005,Tokyo,9000,9.105090961257085,44,1,2,2015,1,-0.044006267061664876,1,18.14,0.0,38.11,43.43,40.38,71.66,11.847467268074494,139729,tokyo
AUC-000539,AH-006,ARTW-001672,2020-09-04,COL-0026,3901.0,3981,2,ART-00372,Artwork 1672,acrylic,1998,https://example.com/art/1672.jpg,79,52,15,True,350434,UNI-001,Sydney,4108,8.32093496888341,27,1,3,2020,1,0.020507562163547807,2,6.8100000000000005,3.59,31.99,100.0,21.27,36.29,8.289539484624141,3981,sydney
AUC-000540,AH-020,ARTW-000693,2022-06-27,MUSEUM-011,46054.0,45858,1,ART-00153,Artwork 693,photography,1956,https://example.com/art/693.jpg,180,189,8,True,283091,UNI-004,Chicago,34020,10.434733259991683,69,1,2,2022,1,-0.0042558735397576755,1,31.46,82.5,50.51,100.0,32.22,58.75,10.733326750679167,45858,chicago
AUC-000541,AH-027,ARTW-001564,2012-12-28,COL-0025,182043.0,209651,7,ART-00347,Artwork 1564,oil on canvas,1961,https://example.com/art/1564.jpg,41,182,41,False,428177,UNI-002,Shanghai,7462,8.917712757131387,64,0,4,2012,1,0.15165647676647825,7,22.82,68.71,36.45,100.0,62.11,33.45,12.253204292262446,209651,shanghai
AUC-000542,AH-001,ARTW-000271,2021-06-09,COL-0140,11883.0,14148,11,ART-00058,Artwork 271,oil on canvas,2022,https://example.com/art/271.jpg,68,115,44,True,309593,UNI-005,Chicago,7820,8.964567702601611,3,1,2,2021,1,0.19060843221408735,11,4.33,0.0,40.77,100.0,63.48,4.51,9.557399229195953,14148,chicago
AUC-000543,AH-032,ARTW-002067,2014-11-24,COL-0078,148648.0,146302,1,ART-00458,Artwork 2067,acrylic,1998,https://example.com/art/2067.jpg,81,31,20,False,233654,UNI-001,Geneva,2511,7.828834527588089,27,0,4,2014,1,-0.01578225068618481,1,18.14,0.0,26.07,100.0,66.56,33.41,11.893435092607954,146302,geneva
AUC-000544,AH-004,ARTW-000725,2010-05-28,COL-0134,4718.0,5106,3,ART-00160,Artwork 725,sculpture,1970,https://example.com/art/725.jpg,48,113,1,True,476473,UNI-001,Paris,5424,8.59877317840866,55,1,2,2010,1,0.08223823654090716,3,33.34,81.36,31.59,0.0,59.96,30.69,8.538367426647644,5106,paris
AUC-000545,AH-022,ARTW-001853,2021-07-12,COL-0033,109374.0,108705,1,ART-00412,Artwork 1853,sculpture,1955,https://example.com/art/1853.jpg,138,87,27,False,452013,UNI-002,Tokyo,12006,9.393245092030718,70,0,3,2021,1,-0.006116627352021504,1,41.34,45.15,41.74,100.0,40.38,71.66,11.596402269378046,108705,tokyo
AUC-000546,AH-032,ARTW-000739,2017-09-07,COL-0152,144492.0,151402,5,ART-00162,Artwork 739,mixed media,1975,https://example.com/art/739.jpg,49,163,43,True,360279,UNI-003,Geneva,7987,8.985695694535705,50,1,3,2017,1,0.047822716828613346,5,20.47,81.16,33.2,100.0,66.56,33.41,11.927700434848616,151402,geneva
AUC-000547,AH-017,ARTW-000795,2017-11-06,MUSEUM-018,25588.0,28503,7,ART-00173,Artwork 795,photography,1992,https://example.com/art/795.jpg,39,85,28,False,157617,UNI-003,Chicago,3315,8.106514516255185,33,0,4,2017,1,0.11392058777551978,7,2.16,0.0,44.71,100.0,67.6,70.82,10.257799707285672,28503,chicago
AUC-000548,AH-036,ARTW-000525,2016-03-23,COL-0038,161072.0,175016,10,ART-00116,Artwork 525,acrylic,1953,https://example.com/art/525.jpg,145,47,21,False,460501,UNI-005,London,6815,8.827028068509152,72,0,1,2016,1,0.08656998112645277,10,32.19,67.4,33.66,100.0,55.63,50.81,12.072638391044732,175016,london
AUC-000549,AH-007,ARTW-000968,2022-06-05,COL-0154,48451.0,56363,11,ART-00213,Artwork 968,mixed media,1967,https://example.com/art/968.jpg,33,119,12,False,316963,UNI-001,Milan,3927,8.275885669474356,58,0,2,2022,1,0.16329900311655074,11,40.17,33.14,25.0,0.0,47.9,54.97,10.939585935814996,56363,milan
AUC-000550,AH-022,ARTW-001025,2010-09-17,COL-0169,14927.0,16342,7,ART-00225,Artwork 1025,photography,1986,https://example.com/art/1025.jpg,117,63,32,True,35594,UNI-002,Tokyo,7371,8.905444318789714,39,1,3,2010,1,0.09479466738125544,7,37.31,77.36,35.88,100.0,40.38,71.66,9.701554950093058,16342,tokyo
AUC-000551,AH-009,ARTW-000030,2012-01-23,COL-0017,68558.0,68305,1,ART-00007,Artwork 30,watercolour,1978,https://example.com/art/30.jpg,107,53,39,True,468355,UNI-004,Hong Kong,5671,8.643297068211963,47,1,1,2012,1,-0.0036903060182619097,1,29.53,0.0,37.67,100.0,72.49,91.59,11.131752889431096,68305,hong kong
AUC-000552,AH-016,ARTW-001837,2024-05-24,COL-0043,105144.0,120236,8,ART-00409,Artwork 1837,watercolour,2002,https://example.com/art/1837.jpg,104,168,45,True,144241,UNI-001,Dubai,17472,9.768412111339039,23,1,2,2024,1,0.14353648329909457,8,31.52,87.71,31.67,0.0,52.75,69.77,11.697220074015798,120236,dubai
AUC-000553,AH-010,ARTW-000425,2018-02-15,MUSEUM-012,185269.0,221970,15,ART-00094,Artwork 425,sculpture,1958,https://example.com/art/425.jpg,80,85,41,False,203100,UNI-003,Dubai,6800,8.824824939175638,67,0,1,2018,1,0.1980957418672309,15,44.91,81.66,,,73.7,100.0,12.310302021690863,221970,dubai
AUC-000554,AH-011,ARTW-000401,2011-05-10,MUSEUM-004,31377.0,31521,1,ART-00088,Artwork 401,sculpture,1972,https://example.com/art/401.jpg,195,94,26,False,138489,UNI-002,Madrid,18330,9.816348894719365,53,0,2,2011,1,0.0045893488861267805,1,3.6,0.0,55.98,100.0,57.27,89.05,10.358440993735487,31521,madrid
AUC-000555,AH-031,ARTW-001944,2011-09-15,COL-0090,255218.0,292808,13,ART-00433,Artwork 1944,mixed media,2015,https://example.com/art/1944.jpg,158,129,28,True,112824,UNI-005,Seoul,20382,9.922456499083731,10,1,3,2011,1,0.1472858497441403,13,37.75,57.82,25.0,0.0,66.22,47.76,12.587275798301818,292808,seoul
AUC-000556,AH-022,ARTW-000945,2012-11-28,MUSEUM-001,184924.0,191618,2,ART-00207,Artwork 945,sculpture,1967,https://example.com/art/945.jpg,136,180,38,False,61670,UNI-003,Tokyo,24480,10.10565258546514,58,0,4,2012,1,0.03619865458242305,2,29.85,65.86,5.0,0.0,40.38,71.66,12.163264304529312,191618,tokyo
AUC-000557,AH-035,ARTW-000052,2014-07-02,COL-0200,102765.0,127402,13,ART-00011,Artwork 52,mixed media,1995,https://example.com/art/52.jpg,82,49,14,False,209258,UNI-002,Chicago,4018,8.2987883944492,30,0,3,2014,1,0.23974115700870918,13,58.96,58.07,18.92,100.0,57.72,78.27,11.755110569723644,127402,chicago
AUC-000558,AH-032,ARTW-000964,2014-07-07,MUSEUM-006,60663.0,68038,12,ART-00211,Artwork 964,digital,2018,https://example.com/art/964.jpg,41,182,32,True,159179,UNI-002,Geneva,7462,8.917712757131387,7,1,3,2014,1,0.1215732819016534,12,34.02,11.81,68.33,0.0,66.56,33.41,11.127836349164873,68038,geneva
AUC-000559,AH-021,ARTW-001189,2011-11-13,COL-0125,172781.0,196563,10,ART-00261,Artwork 1189,oil on canvas,1996,https://example.com/art/1189.jpg,158,28,12,False,75121,UNI-001,Seoul,4424,8.39502555744203,29,0,4,2011,1,0.1376424491118815,10,23.78,78.77,28.32,100.0,63.99,82.94,12.188743357008352,196563,seoul
AUC-000560,AH-035,ARTW-001546,2018-01-05,COL-0120,105092.0,108815,2,ART-00342,Artwork 1546,photography,1983,https://example.com/art/1546.jpg,128,136,6,True,346989,UNI-004,Chicago,17408,9.764742592858719,42,1,1,2018,1,0.03542610284322308,2,35.94,44.23,38.25,100.0,57.72,78.27,11.59741366141542,108815,chicago
AUC-000561,AH-025,ARTW-001607,2018-05-05,COL-0044,26084.0,25921,1,ART-00356,Artwork 1607,photography,1956,https://example.com/art/1607.jpg,84,124,34,False,491180,UNI-005,Chicago,10416,9.251194365984448,69,0,2,2018,1,-0.006249041558043245,1,19.18,0.0,,,36.01,35.42,10.16284730798332,25921,chicago
AUC-000562,AH-009,ARTW-001453,2011-05-08,COL-0115,164825.0,174016,4,ART-00320,Artwork 1453,oil on canvas,2015,https://example.com/art/1453.jpg,121,194,23,False,97379,UNI-001,Hong Kong,23474,10.063691304076464,10,0,2,2011,1,0.0557621720006067,4,28.83,0.0,32.91,100.0,72.49,91.59,12.066908274573645,174016,hong kong
AUC-000563,AH-004,ARTW-001862,2022-11-21,COL-0073,46557.0,44967,1,ART-00414,Artwork 1862,photography,1954,https://example.com/art/1862.jpg,85,33,10,False,269432,UNI-003,Paris,2805,7.939515260662406,71,0,4,2022,1,-0.034151685031252016,1,29.52,59.87,27.65,100.0,59.96,30.69,10.713706404681911,44967,paris
AUC-000564,AH-016,ARTW-000552,2019-12-28,COL-0086,210554.0,253927,11,ART-00122,Artwork 552,mixed media,1970,https://example.com/art/552.jpg,197,20,6,True,176354,UNI-003,Dubai,3940,8.279189777195004,55,1,4,2019,1,0.2059946617019862,11,4.52,0.0,42.33,100.0,52.75,69.77,12.44480604125007,253927,dubai
AUC-000565,AH-005,ARTW-001799,2010-10-24,COL-0025,24049.0,26360,8,ART-00401,Artwork 1799,mixed media,1981,https://example.com/art/1799.jpg,196,41,49,False,171712,UNI-001,Paris,8036,8.991811158212718,44,0,4,2010,1,0.09609547174518691,8,3.04,0.0,11.44,100.0,42.25,55.77,10.179640924163953,26360,paris
AUC-000566,AH-033,ARTW-001581,2015-07-09,COL-0080,142729.0,153663,5,ART-00350,Artwork 1581,mixed media,1967,https://example.com/art/1581.jpg,187,105,14,False,145197,UNI-005,Zurich,19635,9.885119895177944,58,0,3,2015,1,0.07660671622445334,5,23.14,29.05,5.1,0.0,38.02,0.0,11.942523679580924,153663,zurich
AUC-000567,AH-032,ARTW-000182,2018-05-15,COL-0020,38237.0,38175,1,ART-00039,Artwork 182,sculpture,1972,https://example.com/art/182.jpg,132,175,31,False,372540,UNI-002,Geneva,23100,10.047631185616188,53,0,2,2018,1,-0.0016214661192039124,1,19.15,66.8,43.57,100.0,66.56,33.41,10.549962324897642,38175,geneva
AUC-000568,AH-014,ARTW-000085,2017-05-17,MUSEUM-013,156702.0,155911,1,ART-00018,Artwork 85,watercolour,1970,https://example.com/art/85.jpg,155,85,33,True,79549,UNI-002,Chicago,13175,9.486152271857476,55,1,2,2017,1,-0.00504779773072456,1,13.72,45.64,43.8,100.0,28.77,72.25,11.95704702450186,155911,chicago
AUC-000569,AH-035,ARTW-001246,2020-04-18,COL-0176,88421.0,97097,6,ART-00273,Artwork 1246,digital,1963,https://example.com/art/1246.jpg,165,88,50,True,148674,UNI-002,Chicago,14520,9.583351156530737,62,1,2,2020,1,0.09812148697707558,6,28.64,18.44,47.01,100.0,57.72,78.27,11.48347605674494,97097,chicago
AUC-000570,AH-029,ARTW-001191,2019-09-03,COL-0147,195021.0,223024,9,ART-00261,Artwork 1191,mixed media,1973,https://example.com/art/1191.jpg,111,167,14,False,318015,UNI-004,Hong Kong,18537,9.827577958435779,52,0,3,2019,1,0.1435896647027756,9,23.78,78.77,,,39.01,61.23,12.315039151781985,223024,hong kong
AUC-000571,AH-023,ARTW-001316,2020-06-16,COL-0190,,126980,12,ART-00289,Artwork 1316,digital,2012,https://example.com/art/1316.jpg,46,114,20,True,498110,UNI-001,Paris,5244,8.565030520830398,13,1,2,2020,0,,12,45.98,74.24,41.29,100.0,61.65,35.94,11.751792747949377,126980,paris
AUC-000572,AH-009,ARTW-001503,2013-03-01,COL-0021,112783.0,111352,1,ART-00332,Artwork 1503,sculpture,2015,https://example.com/art/1503.jpg,112,78,12,True,196585,UNI-001,Hong Kong,8736,9.075322160298095,10,1,1,2013,1,-0.01268808242376954,1,10.05,0.0,43.17,100.0,72.49,91.59,11.620460614397123,111352,hong kong
AUC-000573,AH-019,ARTW-002165,2023-12-14,COL-0193,134601.0,151768,9,ART-00480,Artwork 2165,mixed media,2002,https://example.com/art/2165.jpg,152,130,28,False,301388,UNI-004,New York,19760,9.891465577308802,23,0,4,2023,1,0.12753991426512434,9,41.43,47.7,27.16,100.0,7.01,64.15,11.930114907014943,151768,new york
AUC-000574,AH-025,ARTW-001830,2011-08-19,COL-0041,4072.0,4498,6,ART-00408,Artwork 1830,acrylic,1992,https://example.com/art/1830.jpg,43,22,28,True,267735,UNI-001,Chicago,946,6.853299093186078,33,1,3,2011,1,0.10461689587426326,6,51.79,63.23,48.15,100.0,36.01,35.42,8.411610428841172,4498,chicago
AUC-000575,AH-011,ARTW-001331,2016-06-14,COL-0184,81833.0,80233,1,ART-00292,Artwork 1331,watercolour,1991,https://example.com/art/1331.jpg,102,198,21,True,48379,UNI-001,Madrid,20196,9.913289357508388,34,1,2,2016,1,-0.019552014468490708,1,25.85,86.31,36.1,100.0,57.27,89.05,11.292702644166996,80233,madrid
AUC-000576,AH-012,ARTW-001960,2015-08-21,COL-0166,104775.0,115657,6,ART-00436,Artwork 1960,acrylic,1964,https://example.com/art/1960.jpg,61,151,34,False,97080,UNI-002,Madrid,9211,9.128262260940575,61,0,3,2015,1,0.10386065378191363,6,27.73,41.49,33.75,100.0,67.79,65.69,11.658392839499756,115657,madrid
AUC-000577,AH-025,ARTW-001582,2013-04-23,COL-0056,54342.0,55832,4,ART-00350,Artwork 1582,oil on canvas,1973,https://example.com/art/1582.jpg,161,146,22,True,74418,UNI-004,Chicago,23506,10.065053528117518,52,1,2,2013,1,0.027418939310294065,4,23.14,29.05,35.55,100.0,36.01,35.42,10.930120371412073,55832,chicago
AUC-000578,AH-034,ARTW-001480,2015-07-28,COL-0077,35932.0,35708,1,ART-00327,Artwork 1480,digital,2018,https://example.com/art/1480.jpg,132,158,32,False,29232,UNI-005,New York,20856,9.945444902296636,7,0,3,2015,1,-0.006233997550929534,1,30.39,0.0,42.54,100.0,47.7,58.97,10.48315803683599,35708,new york
